class,tweet,cleaned_text
0,RT @BoutCrazed: The best way to make a hillbilly do something is to tell him he can't do it.,"['the', 'best', 'way', 'to', 'make', 'hillbilly', 'do', 'something', 'is', 'to', 'tell', 'him', 'he', 'can', 'do', 'it']"
0,@Royceda59 Green bananas are better then yellow ones too.,"['green', 'bananas', 'are', 'better', 'then', 'yellow', 'ones', 'too']"
1,"&#8220;@MattieTrump97: Eat a lot of protein
Eat a lot of pussy
#MattieTrumpsTipsForABetterLife&#8221;

Eat the whole ass","['eat', 'lot', 'of', 'protein', 'eat', 'lot', 'of', 'pussy', 'eat', 'the', 'whole', 'ass']"
0,@lcl03 you've been talking trash since we were 3 and 5.,"['you', 've', 'been', 'talking', 'trash', 'since', 'we', 'were', 'and']"
0,RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,"['if', 'you', 'buy', 'tickets', 'for', 'transformers', 'they', 'just', 'lock', 'you', 'in', 'an', 'aluminum', 'trash', 'can', 'and', 'toss', 'you', 'from', 'an', 'overpass', 'into', 'rus']"
0,RT @EmilyWCVB: RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http://t.co/1qC9q6P1cL #wcvb,"['right', 'now', 'newscenter', 'projecting', 'charlie', 'baker', 'will', 'be', 'gov', 'elect', 'by', 'razor', 'thin', 'margin', 'http', 'co', 'qc', 'cl', 'wcvb']"
1,@BrendanSchaub @TimTebow ugh your with Tebow? You're officially a fag now and in followed.,"['ugh', 'your', 'with', 'tebow', 'you', 're', 'officially', 'fag', 'now', 'and', 'in', 'followed']"
0,"@littlelouie33 eh, take off hoser.","['eh', 'take', 'off', 'hoser']"
0,@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.,"['have', 'heard', 'hillbilly', 'grousings', 'that', 'bugs', 'much', 'worse', 'in', 'the', 'kv', 'since', 'mic', 'shut', 'down']"
0,@mr_republicann chik fil a. hipotle is trash and taco bell will give you the runs,"['chik', 'fil', 'hipotle', 'is', 'trash', 'and', 'taco', 'bell', 'will', 'give', 'you', 'the', 'runs']"
0,&#8220;@fatbellybella: I know u didnt hit that jigga with my fav purse. .. @solangeknowles&#8221;--no chill! &#128514;&#128514;,"['know', 'didnt', 'hit', 'that', 'jigga', 'with', 'my', 'fav', 'purse', 'no', 'chill']"
0,Zack still questions my love for Oreos lol,"['zack', 'still', 'questions', 'my', 'love', 'for', 'oreos', 'lol']"
0,Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling,"['gotta', 'love', 'the', 'undignified', 'sprint', 'across', 'the', 'yellow', 'light', 'to', 'transfer', 'buses', 'because', 'the', 'first', 'one', 'was', 'dawdling']"
0,@regankelly91 go the gulls. First grade should be a cracker. Physical!,"['go', 'the', 'gulls', 'first', 'grade', 'should', 'be', 'cracker', 'physical']"
1,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;","['say', 'im', 'back', 'to', 'the', 'old', 'me', 'but', 'my', 'old', 'bitches', 'would', 'get', 'excited']"
0,RT @SumGurl07: So cute! :) RT @iTweetFacts: Shy bunny... http://t.co/z4u6NpORdz,"['so', 'cute', 'rt', 'shy', 'bunny', 'http', 'co', 'npordz']"
1,FUCK ARE YOU TALKIN ABOUT?? RT @IGGYAZALEA its like the guy that asks for your number and then says you ugly and a bitch when you say no&#8230;,"['fuck', 'are', 'you', 'talkin', 'about', 'rt', 'its', 'like', 'the', 'guy', 'that', 'asks', 'for', 'your', 'number', 'and', 'then', 'says', 'you', 'ugly', 'and', 'bitch', 'when', 'you', 'say', 'no']"
1,"RT @FunnyPicsDepot: bitches be like ""I'm a virgin"" http://t.co/mFDwXmg8ic","['bitches', 'be', 'like', 'virgin', 'http', 'co', 'mfdwxmg', 'ic']"
0,Paceys just told me about how flash was touching himself and he was turning yellow and black.. #whatwashedoing &#128514;&#128514;,"['paceys', 'just', 'told', 'me', 'about', 'how', 'flash', 'was', 'touching', 'himself', 'and', 'he', 'was', 'turning', 'yellow', 'and', 'black', 'whatwashedoing']"
1,Let a bitch say I got a small dick on god I'll whip that shit out and show everyone in the room what I got. Blessed.,"['let', 'bitch', 'say', 'got', 'small', 'dick', 'on', 'god', 'll', 'whip', 'that', 'shit', 'out', 'and', 'show', 'everyone', 'in', 'the', 'room', 'what', 'got', 'blessed']"
0,@TibaBurger: Straight off the bench #ned #WorldCup2014,"['straight', 'off', 'the', 'bench', 'ned', 'worldcup']"
0,"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol","['bags', 'of', 'chips', 'rice', 'krispies', 'seeds', 'gummies', 'pop', 'tart', 'some', 'crackers', 'powerades', 'and', 'water', 'yuhhh', 'good', 'lol']"
0,@SamTrap84 in this world we don't spank the monkey the monkey spanks us.,"['in', 'this', 'world', 'we', 'don', 'spank', 'the', 'monkey', 'the', 'monkey', 'spanks', 'us']"
1,RT @Harmssy: RT @StrangeKeith: &#8220;@QuannDaDon: Word RT @TAN1AAA: Having zero hoes &gt;&gt;&gt;&gt;&#8221;,"['rt', 'word', 'rt', 'having', 'zero', 'hoes', 'gt', 'gt', 'gt', 'gt']"
0,Prejudice. A preconceived awareness based on a majority of interactions. The negative slant comes from libs. Self preservation is the basis.,"['prejudice', 'preconceived', 'awareness', 'based', 'on', 'majority', 'of', 'interactions', 'the', 'negative', 'slant', 'comes', 'from', 'libs', 'self', 'preservation', 'is', 'the', 'basis']"
0,RT @DepressedDarth: Star Wars meets Charlie Brown http://t.co/m9uNRz6SYR,"['star', 'wars', 'meets', 'charlie', 'brown', 'http', 'co', 'unrz', 'syr']"
0,&#8220;@TheFunnyVine: Red Neck Ice Bucket Challenge &#128514; https://t.co/cAgp3nIofd&#8221; he must be from the SIP. #redneck,"['red', 'neck', 'ice', 'bucket', 'challenge', 'https', 'co', 'cagp', 'niofd', 'he', 'must', 'be', 'from', 'the', 'sip', 'redneck']"
1,@boxingscene Danny will be in deep deep water at 147 too many badass sons of bitches up there,"['danny', 'will', 'be', 'in', 'deep', 'deep', 'water', 'at', 'too', 'many', 'badass', 'sons', 'of', 'bitches', 'up', 'there']"
1,RT @LavarWalker: Old bitches love having a garden...,"['old', 'bitches', 'love', 'having', 'garden']"
0,"My Hawaiian thought of the day, No Aloha for muzzie pigs, EVER!","['my', 'hawaiian', 'thought', 'of', 'the', 'day', 'no', 'aloha', 'for', 'muzzie', 'pigs', 'ever']"
1,RT @JasperDolphin: Lol at the bitches that act like they single but now have to post pictures with they nigga hahaha,"['lol', 'at', 'the', 'bitches', 'that', 'act', 'like', 'they', 'single', 'but', 'now', 'have', 'to', 'post', 'pictures', 'with', 'they', 'nigga', 'hahaha']"
1,"' Cause these hoes ain't loyal ! These niggas ain't either &#1041233; , when it go down you callin for hitters that you... http://t.co/wmrUwTwuJE","['co', 'wmruwtwuje']"
0,This dumb Berk drives in circles through town on his bright yellow cycle with music blaring incredibly&#8230; http://t.co/ukothl3MOH,"['co', 'ukothl', 'moh']"
0,@Ish_MallyMal @JayJuice22 all trash to me,"['all', 'trash', 'to', 'me']"
1,Hella hoes,"['hella', 'hoes']"
1,I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...,"['have', 'yet', 'to', 'understand', 'why', 'so', 'many', 'bytches', 'getting', 'the', 'bull', 'piercing', 'it', 'called', 'septic', 'or', 'something', 'like', 'that']"
0,@SteveWorks4You you havent evolved as a human being. Typical meathead redneck. I pity you. You dont know what freedom is about......,"['you', 'havent', 'evolved', 'as', 'human', 'being', 'typical', 'meathead', 'redneck', 'pity', 'you', 'you', 'dont', 'know', 'what', 'freedom', 'is', 'about']"
0,This fuzzy wuzzy kitten wants to know how a raven is like a writing desk. Find out why here &#8594; http://t.co/GI9On86iGV http://t.co/HlKDTSgKwU,"['co', 'gi', 'on', 'igv', 'http', 'co', 'hlkdtsgkwu']"
1,@Hi__________Bye omfg or the other pics of the tranny lmao,"['omfg', 'or', 'the', 'other', 'pics', 'of', 'the', 'tranny', 'lmao']"
0,"You always buy me colored goldfish when my stash is low, and you are a constant inspiration to me and&#8230; http://t.co/nCPd8uSljf","['co', 'ncpd', 'usljf']"
0,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http://t.co/vltSpK8U4S","['co', 'vltspk']"
1,"RT @CaramelKushh: these bitches love wyandanch niggas i tell you , i always see yall o.t bitches out here wit them . but keep frontin for t&#8230;","['these', 'bitches', 'love', 'wyandanch', 'niggas', 'tell', 'you', 'always', 'see', 'yall', 'bitches', 'out', 'here', 'wit', 'them', 'but', 'keep', 'frontin', 'for']"
1,RT @Drrake: How to curve tf outta hoes... http://t.co/LIGzDoUnJ5,"['how', 'to', 'curve', 'tf', 'outta', 'hoes', 'http', 'co', 'ligzdounj']"
1,Hanging with daney and ari today !!! &#128556;&#128556;&#128556;&#128556; my bitches !,"['hanging', 'with', 'daney', 'and', 'ari', 'today', 'my', 'bitches']"
0,#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?,"['look', 'at', 'the', 'birds', 'of', 'the', 'air', 'and', 'yet', 'your', 'heavenly', 'father', 'feeds', 'them', 'are', 'you', 'not', 'much', 'more', 'valuable', 'than', 'they']"
0,"RT @nobeynobe: ""@Markie__Marc: https://t.co/mXGcCcahSC"" trash","['https', 'co', 'mxgcccahsc', 'trash']"
0,#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.,"['foxnews', 'cuts', 'away', 'when', 'democrat', 'talks', 'and', 'claim', 'to', 'be', 'fair', 'and', 'balanced', 'lmao', 'network', 'full', 'of', 'teabaggers', 'and', 'liars']"
1,@SimonCowell what a little bitch,"['what', 'little', 'bitch']"
0,Defiantly going to see that new planet of the apes tonight,"['defiantly', 'going', 'to', 'see', 'that', 'new', 'planet', 'of', 'the', 'apes', 'tonight']"
1,"@Italian_Montana @CarterBoy_leake ant is a pussy man, don't make me pull up the pic!!!!","['ant', 'is', 'pussy', 'man', 'don', 'make', 'me', 'pull', 'up', 'the', 'pic']"
0,"RT @Jimmy_Santander: ""Deme gallo pinto con carne asadita, madurito..y...una milca, amor""","['deme', 'gallo', 'pinto', 'con', 'carne', 'asadita', 'madurito', 'una', 'milca', 'amor']"
0,@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;,"['just', 'watched', 'the', 'llewyn', 'davis', 'doc', 'warm', 'fuzzies', 'abound']"
0,@LoLDyrus It's retarded. Ignore the harlem shake fad and hope it goes away soon.,"['it', 'retarded', 'ignore', 'the', 'harlem', 'shake', 'fad', 'and', 'hope', 'it', 'goes', 'away', 'soon']"
1,""" post a picture of that pussy get 200 likes ""","['post', 'picture', 'of', 'that', 'pussy', 'get', 'likes']"
0,Hand me a brew and I'll chug it,"['hand', 'me', 'brew', 'and', 'll', 'chug', 'it']"
1,"RT @BasedPaco: LIKE A FLAT TIRE HE NEED A FIX &#8220;@LiveAndUncut: Run up on em, put the gun up on em, ask a pussy nigga ""What's to ya bitch ?""&#8221;","['like', 'flat', 'tire', 'he', 'need', 'fix', 'run', 'up', 'on', 'em', 'put', 'the', 'gun', 'up', 'on', 'em', 'ask', 'pussy', 'nigga', 'what', 'to', 'ya', 'bitch']"
0,It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt,"['it', 'be', 'so', 'good', 'to', 'not', 'gotta', 'woyke', 'in', 'da', 'moanin', 'da', 'only', 'colored', 'dat', 'woyke', 'cuz', 'colored', 'folk', 'be', 'lazy', 'and', 'lives', 'off', 'da', 'white', 'guilt']"
1,When I be seein y&#8217;all runnin back and forf to woyke and shit I be thankin Jesus I is colored,"['when', 'be', 'seein', 'all', 'runnin', 'back', 'and', 'forf', 'to', 'woyke', 'and', 'shit', 'be', 'thankin', 'jesus', 'is', 'colored']"
0,@eanahS__ nips,['nips']
1,Even bitches with bad attitudes bumpin to our tunes.. They high maintenance.,"['even', 'bitches', 'with', 'bad', 'attitudes', 'bumpin', 'to', 'our', 'tunes', 'they', 'high', 'maintenance']"
1,"I'll break any bitch nigga down, I don't care about your size.","['ll', 'break', 'any', 'bitch', 'nigga', 'down', 'don', 'care', 'about', 'your', 'size']"
0,RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv,"['isis', 'supporters', 'in', 'america', 'the', 'jihadis', 'next', 'door', 'http', 'co', 'aimv', 'gib', 'http', 'co', 'ajuau', 'ywiv']"
0,RT @LiberalPhenom: Who on GZ's defense team is paying media to trash the prosecution constantly? @ThomasARoberts,"['who', 'on', 'gz', 'defense', 'team', 'is', 'paying', 'media', 'to', 'trash', 'the', 'prosecution', 'constantly']"
0,He said capri-sun and zebra cake&#128514;,"['he', 'said', 'capri', 'sun', 'and', 'zebra', 'cake']"
1,@nicole_steines whatever you fucking pussy &#128514;,"['whatever', 'you', 'fucking', 'pussy']"
0,"@FemsHaveBallz have u spent significant time in ANY ghetto, or witnessed the years of terrorism committed by police in the Black community?","['have', 'spent', 'significant', 'time', 'in', 'any', 'ghetto', 'or', 'witnessed', 'the', 'years', 'of', 'terrorism', 'committed', 'by', 'police', 'in', 'the', 'black', 'community']"
1,""" it aint nothing to cut a bitch off ""","['it', 'aint', 'nothing', 'to', 'cut', 'bitch', 'off']"
0,RT @RudeBoi_Drew: @PAPER_CHAYSIN condom were invent for that sole purpose,"['condom', 'were', 'invent', 'for', 'that', 'sole', 'purpose']"
0,Endless but they really trash so none RT @Whoa_Kimbosabe: Men: how many positive(s) and possibles do y'all have on fri thru sun night?,"['men', 'how', 'many', 'positive', 'and', 'possibles', 'do', 'all', 'have', 'on', 'fri', 'thru', 'sun', 'night']"
0,RT @BoatBuilder_: call me a free bird,"['call', 'me', 'free', 'bird']"
1,"RT @JOHN_iKNO: ""Niggas talk more than bitches these days.."" #outdoorpoolparty today! http://t.co/e72IKjOFmG","['niggas', 'talk', 'more', 'than', 'bitches', 'these', 'days', 'today', 'http', 'co', 'ikjofmg']"
1,RT @berryDAbody: Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,"['its', 'unexplainable', 'how', 'booty', 'and', 'fucking', 'ass', 'these', 'bitches', 'be', 'they', 'live', 'to', 'be', 'funny']"
1,Lashontae a bad bitch times 3,"['lashontae', 'bad', 'bitch', 'times']"
0,"""Just follow the yellow brick twitter.""","['just', 'follow', 'the', 'yellow', 'brick', 'twitter']"
0,"Not ya grandma brownies, wink wink http://t.co/pZPI8RUQ4F","['co', 'pzpi', 'ruq']"
0,This car has two registration tags. Both yellow. One for 2014 &amp; one for 2005. Wth http://t.co/mdeD4a2soY,"['co', 'mded', 'soy']"
1,Switcharoo yo hoe!,"['switcharoo', 'yo', 'hoe']"
1,&#8220;@_Jamal___: these hoes ain't loyal&#8221; no they ain't,"['these', 'hoes', 'ain', 'loyal', 'no', 'they', 'ain']"
1,RT @_BeautifulKeezy: &#8220;@sofpizzie_: These hoes gonna be stunting in Florida with the pussy&#128586;&#128548;&#128548;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#128080;,"['these', 'hoes', 'gonna', 'be', 'stunting', 'in', 'florida', 'with', 'the', 'pussy']"
1,"gonna get a tattoo of a teardrop on my dick
cause i murdered that pussy","['gonna', 'get', 'tattoo', 'of', 'teardrop', 'on', 'my', 'dick', 'cause', 'murdered', 'that', 'pussy']"
0,RT @JOscarJr: @paullemat Happy Birthday! Take a spin in that yellow coupe... #shutemdown http://t.co/xGy7gIGOn8,"['happy', 'birthday', 'take', 'spin', 'in', 'that', 'yellow', 'coupe', 'shutemdown', 'http', 'co', 'xgy', 'gigon']"
0,"It's just not the same, #LittleDebbie #Cloud #Cake are not #Twinkies! http://t.co/OOILML6M","['co', 'ooilml']"
0,"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin","['half', 'jar', 'of', 'marmalade', 'shaved', 'monkey', 'saran', 'wrap', 'mini', 'horse', 'give', 'your', 'best', 'scene', 'askkevin']"
0,RT @Baseball_Photos: A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees &#8230;,"['year', 'old', 'girl', 'once', 'struck', 'out', 'babe', 'ruth', 'and', 'lou', 'gehrig', 'back', 'to', 'back', 'and', 'was', 'banned', 'from', 'baseball', 'for', 'it', 'yankees']"
0,RT @LowkeyGado: PND vocals so trash lmao,"['pnd', 'vocals', 'so', 'trash', 'lmao']"
0,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @Bekkalina13,"['sooo', 'my', 'first', 'aid', 'cpr', 'certification', 'came', 'in', 'handy', 'tonight', 'glad', 'didn', 'lose', 'my', 'monkey']"
1,RT @miilkkk: When Lil Wayne said 'why give a bitch ya heart when she rather have a purse' http://t.co/BPbIbKat3x,"['when', 'lil', 'wayne', 'said', 'why', 'give', 'bitch', 'ya', 'heart', 'when', 'she', 'rather', 'have', 'purse', 'http', 'co', 'bpbibkat']"
1,"' Said I ain't Neva love no bitcccccch , but these bitches steady lovin on me on me , ayeeee . So what am I... http://t.co/NhB8omAqkm","['co', 'nhb', 'omaqkm']"
1,"I done seen a lot of fake shit. That bitch ain't bad, she's basic.","['done', 'seen', 'lot', 'of', 'fake', 'shit', 'that', 'bitch', 'ain', 'bad', 'she', 'basic']"
0,@ashley_smith20 colored contacts,"['colored', 'contacts']"
1,&#128557; RT @That_Mclovin: &#8220;Yass bitch Yass &#128128;&#128128; @VikkiNoSecrets: Too soon? &#128514;&#8221;,"['yass', 'bitch', 'yass', 'too', 'soon']"
0,RT @paul_lander: Charlie Sheen is engaged to a porn star. I can't be the only one thinking she can do a lot better.,"['charlie', 'sheen', 'is', 'engaged', 'to', 'porn', 'star', 'can', 'be', 'the', 'only', 'one', 'thinking', 'she', 'can', 'do', 'lot', 'better']"
1,Surprise bitch &#128526;,"['surprise', 'bitch']"
1,"RT @This_Sarcasm_: my tweet wasn't really about you. but if the shoe fits, then lace that bitch up and wear it.","['my', 'tweet', 'wasn', 'really', 'about', 'you', 'but', 'if', 'the', 'shoe', 'fits', 'then', 'lace', 'that', 'bitch', 'up', 'and', 'wear', 'it']"
1,@xoxo_natty I was taking a picture and that bitch scared me lmao,"['was', 'taking', 'picture', 'and', 'that', 'bitch', 'scared', 'me', 'lmao']"
1,All the ratchet hoes on Cecil B,"['all', 'the', 'ratchet', 'hoes', 'on', 'cecil']"
1,"RT @snoleezey801: @uce_INA poly ratchets.. Can't stand poly bitches in general &#128514; they loud, annoying, and they talk too much..","['poly', 'ratchets', 'can', 'stand', 'poly', 'bitches', 'in', 'general', 'they', 'loud', 'annoying', 'and', 'they', 'talk', 'too', 'much']"
1,@Leelucas_ bitch nobody want you,"['bitch', 'nobody', 'want', 'you']"
0,blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond Alexandra Earrings in Emerald Crystal on Emma http://t.co/5j3lRXgrcn,"['co', 'lrxgrcn']"
